protocol,horizon,sim_seed,seed,val_acc,full_acc,val_majority,full_majority,overlap_fraction,n_train,n_val
chronological,10,2,18,0.34933605720122574,0.5735023512574116,0.4371807967313585,0.4003271314659579,0.11133810010214505,3912,979
chronological,10,2,19,0.3861082737487232,0.5690042936004907,0.4371807967313585,0.4003271314659579,0.11133810010214505,3912,979
chronological,10,3,0,0.3595505617977528,0.6170517276630546,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,1,0.34831460674157305,0.6113269270087917,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,2,0.3166496424923391,0.5240237170312819,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,3,0.29111338100102147,0.5996728685340421,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,4,0.30949948927477017,0.6139848701696995,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,5,0.34627170582226763,0.6090778981803312,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,6,0.35137895812053116,0.647720302596606,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,7,0.3166496424923391,0.5655285217746882,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,8,0.30643513789581206,0.5716622367613985,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,9,0.2992849846782431,0.5595992639542016,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,10,0.3105209397344229,0.6462891024330403,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,11,0.32482124616956076,0.5874054385606216,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,12,0.3391215526046987,0.5947658965446739,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,13,0.31971399387129723,0.6217542424861991,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,14,0.3268641470888662,0.603557554692292,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,15,0.3421859039836568,0.5622572071151094,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,16,0.32788559754851887,0.5585769781230833,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,17,0.33094994892747703,0.6237988141484359,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,18,0.3084780388151175,0.6006951543651605,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,3,19,0.2972420837589377,0.6254344714782253,0.42083758937691523,0.3937845021468002,0.11133810010214505,3912,979
chronological,10,4,0,0.27579162410623087,0.6170517276630546,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,1,0.3626149131767109,0.4970353710897567,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,2,0.36976506639427986,0.633203843794725,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,3,0.3054136874361593,0.5015334287466776,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,4,0.2839632277834525,0.6197096708239623,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,5,0.338100102145046,0.6364751584543038,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,6,0.32175689479060265,0.6444489879370272,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,7,0.36670071501532175,0.6516049887548558,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,8,0.2604698672114402,0.5892455530566346,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,9,0.32277834525025534,0.5824984665712534,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,10,0.37895812053115424,0.5955837252095686,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,11,0.3176710929519918,0.5084849723982826,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,12,0.36465781409601633,0.5880188100592926,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,13,0.34627170582226763,0.5561234921283991,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,14,0.32175689479060265,0.5373134328358209,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,15,0.2931562819203269,0.6053976691883051,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,16,0.27170582226762,0.6274790431404621,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,17,0.3421859039836568,0.6370885299529748,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,18,0.28804902962206336,0.5876098957268452,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,10,4,19,0.3166496424923391,0.6289102433040278,0.4136874361593463,0.3943978736454713,0.11133810010214505,3912,979
chronological,20,0,0,0.2599795291709314,0.6650276582667486,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,1,0.3132036847492323,0.5994673222700266,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,2,0.3254861821903787,0.6732227002663389,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,3,0.353121801432958,0.6588813767670559,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
